token_id,name,description,image_url,source_id,rarity,types,category,illustrator,hp,stage,regulation_mark,set_id,set_name
090,Thievul,Greedy Hunt: You may draw cards until you have 6 cards in your hand. 20 / Pitch-Black Fangs:  60,https://assets.tcgdex.net/en/me/me01/090/high.png,me01-090,Common,Darkness,Pokemon,ryoma uratsuka,120,Stage1,I,me01,Mega Evolution
091,Shroodle,Poison Jab: Your opponent's Active Pokémon is now Poisoned. 20,https://assets.tcgdex.net/en/me/me01/091/high.png,me01-091,Common,Darkness,Pokemon,osare,60,Basic,I,me01,Mega Evolution
092,Grafaiai,"Miraculous Paint: Flip a coin. If heads, choose a Special Condition. Your opponent's Active Pokémon is now affected by that Special Condition. 90",https://assets.tcgdex.net/en/me/me01/092/high.png,me01-092,Common,Darkness,Pokemon,Dsuke,100,Stage1,I,me01,Mega Evolution
093,Steelix,"Welcoming Tail: If you have exactly 6 Prize cards remaining, this attack does 200 more damage. 40+ / Skull Bash:  140",https://assets.tcgdex.net/en/me/me01/093/high.png,me01-093,Rare,Metal,Pokemon,Anesaki Dynamic,200,Stage1,I,me01,Mega Evolution
094,Mega Mawile ex,"Gobble Down: This attack does 80 damage for each Prize card you have taken. 80× / Huge Bite: If your opponent's Active Pokémon already has any damage counters on it, this attack's base damage is 30. 260",https://assets.tcgdex.net/en/me/me01/094/high.png,me01-094,Double rare,Metal,Pokemon,aky CG Works,270,Basic,I,me01,Mega Evolution
095,Dialga,Beam:  30 / Chrono Burst: You may shuffle all Energy attached to this Pokémon into your deck and have this attack do 80 more damage. 80+,https://assets.tcgdex.net/en/me/me01/095/high.png,me01-095,Rare,Metal,Pokemon,Teeziro,140,Basic,I,me01,Mega Evolution
096,Tinkatink,Beat:  20,https://assets.tcgdex.net/en/me/me01/096/high.png,me01-096,Common,Metal,Pokemon,You Iribi,70,Basic,I,me01,Mega Evolution
097,Tinkatuff,"Haphazard Hammer: Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon. Light Punch:  30",https://assets.tcgdex.net/en/me/me01/097/high.png,me01-097,Common,Metal,Pokemon,KEIICHIRO ITO,90,Stage1,I,me01,Mega Evolution
098,Tinkaton,Windup Swing: This attack does 60 less damage for each Energy attached to your opponent's Active Pokémon. 240-,https://assets.tcgdex.net/en/me/me01/098/high.png,me01-098,Uncommon,Metal,Pokemon,toriyufu,160,Stage2,I,me01,Mega Evolution
099,Gholdengo,"All-You-Can-Grab: Flip a coin until you get tails. Search your deck for a number of cards up to the number of heads and put them into your hand. Then, shuffle your deck. / Speed Attack:  100",https://assets.tcgdex.net/en/me/me01/099/high.png,me01-099,Uncommon,Metal,Pokemon,Yukihiro Tada,130,Stage1,I,me01,Mega Evolution
100,Mega Latias ex,Strafe: You may switch this Pokémon with 1 of your Benched Pokémon. 40 / Illusory Impulse: Discard all Energy from this Pokémon. 300,https://assets.tcgdex.net/en/me/me01/100/high.png,me01-100,Double rare,Dragon,Pokemon,5ban Graphics,280,Basic,I,me01,Mega Evolution
101,Latios,"Lustrous Assist: Once during your turn, when your Mega Latias ex moves from your Bench to the Active Spot, you may use this Ability. Move any amount of Energy from your Benched Pokémon to your Active Pokémon. Dragon Claw:  130",https://assets.tcgdex.net/en/me/me01/101/high.png,me01-101,Uncommon,Dragon,Pokemon,Uninori,130,Basic,I,me01,Mega Evolution
102,Spearow,"Pluck: Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon. 10",https://assets.tcgdex.net/en/me/me01/102/high.png,me01-102,Common,Colorless,Pokemon,Scav,60,Basic,I,me01,Mega Evolution
103,Fearow,Repeating Drill: Flip 5 coins. This attack does 30 damage for each heads. 30×,https://assets.tcgdex.net/en/me/me01/103/high.png,me01-103,Common,Colorless,Pokemon,Saboteri,100,Stage1,I,me01,Mega Evolution
104,Mega Kangaskhan ex,"Run Errand: Once during your turn, if this Pokémon is in the Active Spot, you may use this Ability. Draw 2 cards. You can't use more than 1 Run Errand Ability each turn. Rapid-Fire Combo: Flip a coin until you get tails. This attack does 50 more damage for each heads. 200+",https://assets.tcgdex.net/en/me/me01/104/high.png,me01-104,Double rare,Colorless,Pokemon,5ban Graphics,300,Basic,I,me01,Mega Evolution
105,Delibird,"Quick Gift: If you go first, you can use this attack during your first turn. Search your deck for a card and put it into your hand. Then, shuffle your deck. / Gentle Slap:  30",https://assets.tcgdex.net/en/me/me01/105/high.png,me01-105,Common,Colorless,Pokemon,Naoyo Kimura,90,Basic,I,me01,Mega Evolution
106,Miltank,"Bellyful of Milk: Flip 2 coins. If both of them are heads, heal all damage from 1 of your Pokémon. / Tackle:  60",https://assets.tcgdex.net/en/me/me01/106/high.png,me01-106,Common,Colorless,Pokemon,Kouki Saitou,120,Basic,I,me01,Mega Evolution
107,Buneary,"Charm: During your opponent's next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance). / Skip:  10",https://assets.tcgdex.net/en/me/me01/107/high.png,me01-107,Common,Colorless,Pokemon,ryoma uratsuka,70,Basic,I,me01,Mega Evolution
108,Lopunny,Dashing Kick: This attack does 50 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) / Spiral Kick:  60,https://assets.tcgdex.net/en/me/me01/108/high.png,me01-108,Common,Colorless,Pokemon,Oswaldo KATO,110,Stage1,I,me01,Mega Evolution
109,Yungoos,Collect: Draw a card. / Gnaw:  20,https://assets.tcgdex.net/en/me/me01/109/high.png,me01-109,Common,Colorless,Pokemon,Mékayu,70,Basic,I,me01,Mega Evolution
110,Gumshoos,"Evidence Gathering: Once during your turn, you may use this Ability. Switch a card from your hand with the top card of your deck. Bite:  50",https://assets.tcgdex.net/en/me/me01/110/high.png,me01-110,Uncommon,Colorless,Pokemon,Shigenori Negishi,100,Stage1,I,me01,Mega Evolution
111,Stufful,Light Punch:  10 / Flop:  20,https://assets.tcgdex.net/en/me/me01/111/high.png,me01-111,Common,Colorless,Pokemon,Shibuzoh.,70,Basic,I,me01,Mega Evolution
112,Bewear,"Knuckle Punch:  50 / Hyper Lariat: Flip 2 coins. If both of them are heads, this attack does 100 more damage. 100+",https://assets.tcgdex.net/en/me/me01/112/high.png,me01-112,Common,Colorless,Pokemon,HYOGONOSUKE,130,Stage1,I,me01,Mega Evolution
113,Acerola's Mischief,,https://assets.tcgdex.net/en/me/me01/113/high.png,me01-113,Uncommon,,Trainer,Yuu Nishida,,,I,me01,Mega Evolution
114,Boss's Orders,,https://assets.tcgdex.net/en/me/me01/114/high.png,me01-114,Uncommon,,Trainer,NC Empire,,,I,me01,Mega Evolution
115,Energy Switch,,https://assets.tcgdex.net/en/me/me01/115/high.png,me01-115,Common,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
116,Fighting Gong,,https://assets.tcgdex.net/en/me/me01/116/high.png,me01-116,Uncommon,,Trainer,Toyste Beach,,,I,me01,Mega Evolution
117,Forest of Vitality,,https://assets.tcgdex.net/en/me/me01/117/high.png,me01-117,Uncommon,,Trainer,AYUMI ODASHIMA,,,I,me01,Mega Evolution
118,Iron Defender,,https://assets.tcgdex.net/en/me/me01/118/high.png,me01-118,Uncommon,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
119,Lillie's Determination,,https://assets.tcgdex.net/en/me/me01/119/high.png,me01-119,Uncommon,,Trainer,Atsushi Furusawa,,,I,me01,Mega Evolution
120,Lt. Surge's Bargain,,https://assets.tcgdex.net/en/me/me01/120/high.png,me01-120,Uncommon,,Trainer,Hideki Ishikawa,,,I,me01,Mega Evolution
121,Mega Signal,,https://assets.tcgdex.net/en/me/me01/121/high.png,me01-121,Uncommon,,Trainer,inose yukie,,,I,me01,Mega Evolution
122,Mystery Garden,,https://assets.tcgdex.net/en/me/me01/122/high.png,me01-122,Uncommon,,Trainer,AYUMI ODASHIMA,,,I,me01,Mega Evolution
123,Pokémon Center Lady,,https://assets.tcgdex.net/en/me/me01/123/high.png,me01-123,Common,,Trainer,Tomowaka,,,I,me01,Mega Evolution
124,Premium Power Pro,,https://assets.tcgdex.net/en/me/me01/124/high.png,me01-124,Uncommon,,Trainer,Toyste Beach,,,I,me01,Mega Evolution
125,Rare Candy,,https://assets.tcgdex.net/en/me/me01/125/high.png,me01-125,Common,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
126,Repel,,https://assets.tcgdex.net/en/me/me01/126/high.png,me01-126,Uncommon,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
127,Risky Ruins,,https://assets.tcgdex.net/en/me/me01/127/high.png,me01-127,Uncommon,,Trainer,imoniii,,,I,me01,Mega Evolution
128,Strange Timepiece,,https://assets.tcgdex.net/en/me/me01/128/high.png,me01-128,Uncommon,,Trainer,Toyste Beach,,,I,me01,Mega Evolution
129,Surfing Beach,,https://assets.tcgdex.net/en/me/me01/129/high.png,me01-129,Uncommon,,Trainer,AYUMI ODASHIMA,,,I,me01,Mega Evolution
130,Switch,,https://assets.tcgdex.net/en/me/me01/130/high.png,me01-130,Common,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
131,Ultra Ball,,https://assets.tcgdex.net/en/me/me01/131/high.png,me01-131,Common,,Trainer,Ayaka Yoshida,,,I,me01,Mega Evolution
132,Wally's Compassion,,https://assets.tcgdex.net/en/me/me01/132/high.png,me01-132,Uncommon,,Trainer,Iori Suzuki,,,I,me01,Mega Evolution
133,Bulbasaur,"Bind Down: During your opponent's next turn, the Defending Pokémon can't retreat. 10",https://assets.tcgdex.net/en/me/me01/133/high.png,me01-133,Illustration rare,Grass,Pokemon,mashu,80,Basic,I,me01,Mega Evolution
134,Ivysaur,Razor Leaf:  60,https://assets.tcgdex.net/en/me/me01/134/high.png,me01-134,Illustration rare,Grass,Pokemon,mashu,110,Stage1,I,me01,Mega Evolution
135,Exeggutor,"Guard Press: During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance). 30 / Stomping Wood: This attack does 30 more damage for each {G} Energy attached to this Pokémon. 60+",https://assets.tcgdex.net/en/me/me01/135/high.png,me01-135,Illustration rare,Grass,Pokemon,Yukihiro Tada,140,Stage1,I,me01,Mega Evolution
136,Shuckle,"Fermented Juice: Once during your turn, if this Pokémon has any {G} Energy attached, you may use this Ability. Heal 30 damage from 1 of your Pokémon. Rollout:  30",https://assets.tcgdex.net/en/me/me01/136/high.png,me01-136,Illustration rare,Grass,Pokemon,OKUBO,80,Basic,I,me01,Mega Evolution
137,Ninjask,"Cast-Off Shell: Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Search your deck for a Shedinja and put it onto your Bench. Then, shuffle your deck. U-turn: Switch this Pokémon with 1 of your Benched Pokémon. 90",https://assets.tcgdex.net/en/me/me01/137/high.png,me01-137,Illustration rare,Grass,Pokemon,Tetsu Kayama,80,Stage1,I,me01,Mega Evolution
138,Vulpix,Stampede:  10 / Combustion:  20,https://assets.tcgdex.net/en/me/me01/138/high.png,me01-138,Illustration rare,Fire,Pokemon,saino misaki,70,Basic,I,me01,Mega Evolution
139,Litleo,Flare:  30,https://assets.tcgdex.net/en/me/me01/139/high.png,me01-139,Illustration rare,Fire,Pokemon,Teeziro,70,Basic,I,me01,Mega Evolution
140,Snover,Beat:  10 / Icy Snow:  30,https://assets.tcgdex.net/en/me/me01/140/high.png,me01-140,Illustration rare,Water,Pokemon,Nurikabe,90,Basic,I,me01,Mega Evolution
141,Clawitzer,"Fall Back to Reload: Once during your turn, when this Pokémon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic {W} Energy cards from your hand to this Pokémon. Aqua Launcher: Discard all Energy from this Pokémon. 210",https://assets.tcgdex.net/en/me/me01/141/high.png,me01-141,Illustration rare,Water,Pokemon,Mori Yuu,130,Stage1,I,me01,Mega Evolution
142,Inteleon,"Bring Down: Choose a Pokémon in play (yours or your opponent's) that has the least HP remaining, except for this Pokémon, and it is Knocked Out. / Water Shot: Discard an Energy from this Pokémon. 110",https://assets.tcgdex.net/en/me/me01/142/high.png,me01-142,Illustration rare,Water,Pokemon,Ligton,150,Stage2,I,me01,Mega Evolution
143,Helioptile,Double Scratch: Flip 2 coins. This attack does 10 damage for each heads. 10×,https://assets.tcgdex.net/en/me/me01/143/high.png,me01-143,Illustration rare,Lightning,Pokemon,Akira Komayama,70,Basic,I,me01,Mega Evolution
144,Shedinja,"Fragile Husk: If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon ex, your opponent can't take any Prize cards for it. Damage Beat: This attack does 20 damage for each damage counter on your opponent's Active Pokémon. 20×",https://assets.tcgdex.net/en/me/me01/144/high.png,me01-144,Illustration rare,Psychic,Pokemon,Tetsu Kayama,60,Stage1,I,me01,Mega Evolution
145,Houndstone,"Horrifying Bite: Flip a coin until you get tails. For each heads, choose a random card from your opponent's hand. Your opponent reveals those cards and shuffles them into their deck. 30 / Hammer In:  130",https://assets.tcgdex.net/en/me/me01/145/high.png,me01-145,Illustration rare,Psychic,Pokemon,Arai Kiriko,140,Stage1,I,me01,Mega Evolution
146,Marshadow,"Shadowy Side Kick: If your opponent's Pokémon is Knocked Out by damage from this attack, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon. 60",https://assets.tcgdex.net/en/me/me01/146/high.png,me01-146,Illustration rare,Fighting,Pokemon,0313,90,Basic,I,me01,Mega Evolution
147,Garganacl,Powerful a-Salt: Attacks used by your {F} Pokémon do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance). Hammer In:  130,https://assets.tcgdex.net/en/me/me01/147/high.png,me01-147,Illustration rare,Fighting,Pokemon,Yano Keiji,180,Stage2,I,me01,Mega Evolution
148,Spiritomb,"Spiteful Swirl: If your Active {D} Pokémon is damaged by an attack from your opponent's Pokémon (even if your Active {D} Pokémon is Knocked Out), place 1 damage counter on the Attacking Pokémon. Mountain Breaker: Discard the top card of your opponent's deck. 10",https://assets.tcgdex.net/en/me/me01/148/high.png,me01-148,Illustration rare,Darkness,Pokemon,IKEDA Saki,80,Basic,I,me01,Mega Evolution
149,Shroodle,Poison Jab: Your opponent's Active Pokémon is now Poisoned. 20,https://assets.tcgdex.net/en/me/me01/149/high.png,me01-149,Illustration rare,Darkness,Pokemon,Shimaris Yukichi,60,Basic,I,me01,Mega Evolution
150,Steelix,"Welcoming Tail: If you have exactly 6 Prize cards remaining, this attack does 200 more damage. 40+ / Skull Bash:  140",https://assets.tcgdex.net/en/me/me01/150/high.png,me01-150,Illustration rare,Metal,Pokemon,Tonji Matsuno,200,Stage1,I,me01,Mega Evolution
151,Spearow,"Pluck: Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon. 10",https://assets.tcgdex.net/en/me/me01/151/high.png,me01-151,Illustration rare,Colorless,Pokemon,MINAMINAMI Take,60,Basic,I,me01,Mega Evolution
152,Delibird,"Quick Gift: If you go first, you can use this attack during your first turn. Search your deck for a card and put it into your hand. Then, shuffle your deck. / Gentle Slap:  30",https://assets.tcgdex.net/en/me/me01/152/high.png,me01-152,Illustration rare,Colorless,Pokemon,Takeshi Nakamura,90,Basic,I,me01,Mega Evolution
153,Gumshoos,"Evidence Gathering: Once during your turn, you may use this Ability. Switch a card from your hand with the top card of your deck. Bite:  50",https://assets.tcgdex.net/en/me/me01/153/high.png,me01-153,Illustration rare,Colorless,Pokemon,Mina Nakai,100,Stage1,I,me01,Mega Evolution
154,Stufful,Light Punch:  10 / Flop:  20,https://assets.tcgdex.net/en/me/me01/154/high.png,me01-154,Illustration rare,Colorless,Pokemon,OKACHEKE,70,Basic,I,me01,Mega Evolution
155,Mega Venusaur ex,"Solar Transfer: As often as you like during your turn, you may use this Ability. Move a Basic {G} Energy from 1 of your Pokémon to another of your Pokémon. Jungle Dump: Heal 30 damage from this Pokémon. 240",https://assets.tcgdex.net/en/me/me01/155/high.png,me01-155,Ultra Rare,Grass,Pokemon,5ban Graphics,380,Stage2,I,me01,Mega Evolution
156,Mega Camerupt ex,"Roasting Heat: If your opponent's Active Pokémon is Burned, this attack does 160 more damage. 80+ / Volcanic Meteor: Discard 2 Energy from this Pokémon. 280",https://assets.tcgdex.net/en/me/me01/156/high.png,me01-156,Ultra Rare,Fire,Pokemon,5ban Graphics,340,Stage1,I,me01,Mega Evolution
157,Mega Abomasnow ex,"Hammer-lanche: Discard the top 6 cards of your deck, and this attack does 100 damage for each Basic {W} Energy card that you discarded in this way. 100× / Frost Barrier: During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance). 200",https://assets.tcgdex.net/en/me/me01/157/high.png,me01-157,Ultra Rare,Water,Pokemon,5ban Graphics,350,Stage1,I,me01,Mega Evolution
158,Mega Manectric ex,"Flash Ray: During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon. 120 / Riotous Blasting: You may discard all Energy from this Pokémon and have this attack do 130 more damage. 200+",https://assets.tcgdex.net/en/me/me01/158/high.png,me01-158,Ultra Rare,Lightning,Pokemon,5ban Graphics,330,Stage1,I,me01,Mega Evolution
159,Mega Gardevoir ex,"Overflowing Wishes: For each of your Benched Pokémon, search your deck for a Basic {P} Energy card and attach it to that Pokémon. Then, shuffle your deck. / Mega Symphonia: This attack does 50 damage for each {P} Energy attached to all of your Pokémon. 50×",https://assets.tcgdex.net/en/me/me01/159/high.png,me01-159,Ultra Rare,Psychic,Pokemon,takuyoa,360,Stage2,I,me01,Mega Evolution
160,Mega Lucario ex,"Aura Jab: Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like. 130 / Mega Brave: During your next turn, this Pokémon can't use Mega Brave. 270",https://assets.tcgdex.net/en/me/me01/160/high.png,me01-160,Ultra Rare,Fighting,Pokemon,takuyoa,340,Stage1,I,me01,Mega Evolution
161,Mega Absol ex,"Terminal Period: If your opponent's Active Pokémon has exactly 6 damage counters on it, that Pokémon is Knocked Out. / Claw of Darkness: Your opponent reveals their hand, and you discard a card you find there. 200",https://assets.tcgdex.net/en/me/me01/161/high.png,me01-161,Ultra Rare,Darkness,Pokemon,aky CG Works,280,Basic,I,me01,Mega Evolution
162,Mega Mawile ex,"Gobble Down: This attack does 80 damage for each Prize card you have taken. 80× / Huge Bite: If your opponent's Active Pokémon already has any damage counters on it, this attack's base damage is 30. 260",https://assets.tcgdex.net/en/me/me01/162/high.png,me01-162,Ultra Rare,Metal,Pokemon,aky CG Works,270,Basic,I,me01,Mega Evolution
163,Mega Latias ex,Strafe: You may switch this Pokémon with 1 of your Benched Pokémon. 40 / Illusory Impulse: Discard all Energy from this Pokémon. 300,https://assets.tcgdex.net/en/me/me01/163/high.png,me01-163,Ultra Rare,Dragon,Pokemon,5ban Graphics,280,Basic,I,me01,Mega Evolution
164,Mega Kangaskhan ex,"Run Errand: Once during your turn, if this Pokémon is in the Active Spot, you may use this Ability. Draw 2 cards. You can't use more than 1 Run Errand Ability each turn. Rapid-Fire Combo: Flip a coin until you get tails. This attack does 50 more damage for each heads. 200+",https://assets.tcgdex.net/en/me/me01/164/high.png,me01-164,Ultra Rare,Colorless,Pokemon,5ban Graphics,300,Basic,I,me01,Mega Evolution
165,Acerola's Mischief,,https://assets.tcgdex.net/en/me/me01/165/high.png,me01-165,Ultra Rare,,Trainer,Yuu Nishida,,,I,me01,Mega Evolution
166,Air Balloon,,https://assets.tcgdex.net/en/me/me01/166/high.png,me01-166,Ultra Rare,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
167,Buddy-Buddy Poffin,,https://assets.tcgdex.net/en/me/me01/167/high.png,me01-167,Ultra Rare,,Trainer,AYUMI ODASHIMA,,,H,me01,Mega Evolution
168,Fighting Gong,,https://assets.tcgdex.net/en/me/me01/168/high.png,me01-168,Ultra Rare,,Trainer,Toyste Beach,,,I,me01,Mega Evolution
169,Lillie's Determination,,https://assets.tcgdex.net/en/me/me01/169/high.png,me01-169,Ultra Rare,,Trainer,Atsushi Furusawa,,,I,me01,Mega Evolution
170,Lt. Surge's Bargain,,https://assets.tcgdex.net/en/me/me01/170/high.png,me01-170,Ultra Rare,,Trainer,Hideki Ishikawa,,,I,me01,Mega Evolution
171,Mega Signal,,https://assets.tcgdex.net/en/me/me01/171/high.png,me01-171,Ultra Rare,,Trainer,inose yukie,,,I,me01,Mega Evolution
172,Mystery Garden,,https://assets.tcgdex.net/en/me/me01/172/high.png,me01-172,Ultra Rare,,Trainer,AYUMI ODASHIMA,,,I,me01,Mega Evolution
173,Night Stretcher,,https://assets.tcgdex.net/en/me/me01/173/high.png,me01-173,Ultra Rare,,Trainer,Toyste Beach,,,H,me01,Mega Evolution
174,Premium Power Pro,,https://assets.tcgdex.net/en/me/me01/174/high.png,me01-174,Ultra Rare,,Trainer,Toyste Beach,,,I,me01,Mega Evolution
175,Rare Candy,,https://assets.tcgdex.net/en/me/me01/175/high.png,me01-175,Ultra Rare,,Trainer,Studio Bora Inc.,,,I,me01,Mega Evolution
176,Wally's Compassion,,https://assets.tcgdex.net/en/me/me01/176/high.png,me01-176,Ultra Rare,,Trainer,Iori Suzuki,,,I,me01,Mega Evolution
177,Mega Venusaur ex,"Solar Transfer: As often as you like during your turn, you may use this Ability. Move a Basic {G} Energy from 1 of your Pokémon to another of your Pokémon. Jungle Dump: Heal 30 damage from this Pokémon. 240",https://assets.tcgdex.net/en/me/me01/177/high.png,me01-177,Special illustration rare,Grass,Pokemon,mashu,380,Stage2,I,me01,Mega Evolution
178,Mega Gardevoir ex,"Overflowing Wishes: For each of your Benched Pokémon, search your deck for a Basic {P} Energy card and attach it to that Pokémon. Then, shuffle your deck. / Mega Symphonia: This attack does 50 damage for each {P} Energy attached to all of your Pokémon. 50×",https://assets.tcgdex.net/en/me/me01/178/high.png,me01-178,Special illustration rare,Psychic,Pokemon,Raita Kazama,360,Stage2,I,me01,Mega Evolution
179,Mega Lucario ex,"Aura Jab: Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like. 130 / Mega Brave: During your next turn, this Pokémon can't use Mega Brave. 270",https://assets.tcgdex.net/en/me/me01/179/high.png,me01-179,Special illustration rare,Fighting,Pokemon,Atsushi Furusawa,340,Stage1,I,me01,Mega Evolution
180,Mega Absol ex,"Terminal Period: If your opponent's Active Pokémon has exactly 6 damage counters on it, that Pokémon is Knocked Out. / Claw of Darkness: Your opponent reveals their hand, and you discard a card you find there. 200",https://assets.tcgdex.net/en/me/me01/180/high.png,me01-180,Special illustration rare,Darkness,Pokemon,Mitsuhiro Arita,280,Basic,I,me01,Mega Evolution
181,Mega Latias ex,Strafe: You may switch this Pokémon with 1 of your Benched Pokémon. 40 / Illusory Impulse: Discard all Energy from this Pokémon. 300,https://assets.tcgdex.net/en/me/me01/181/high.png,me01-181,Special illustration rare,Dragon,Pokemon,AKIRA EGAWA,280,Basic,I,me01,Mega Evolution
182,Mega Kangaskhan ex,"Run Errand: Once during your turn, if this Pokémon is in the Active Spot, you may use this Ability. Draw 2 cards. You can't use more than 1 Run Errand Ability each turn. Rapid-Fire Combo: Flip a coin until you get tails. This attack does 50 more damage for each heads. 200+",https://assets.tcgdex.net/en/me/me01/182/high.png,me01-182,Special illustration rare,Colorless,Pokemon,GOTO minori,300,Basic,I,me01,Mega Evolution
183,Acerola's Mischief,,https://assets.tcgdex.net/en/me/me01/183/high.png,me01-183,Special illustration rare,,Trainer,sui,,,I,me01,Mega Evolution
184,Lillie's Determination,,https://assets.tcgdex.net/en/me/me01/184/high.png,me01-184,Special illustration rare,,Trainer,satoma,,,I,me01,Mega Evolution
185,Lt. Surge's Bargain,,https://assets.tcgdex.net/en/me/me01/185/high.png,me01-185,Special illustration rare,,Trainer,osare,,,I,me01,Mega Evolution
186,Wally's Compassion,,https://assets.tcgdex.net/en/me/me01/186/high.png,me01-186,Special illustration rare,,Trainer,Jiro Sasumo,,,I,me01,Mega Evolution
187,Mega Gardevoir ex,"Overflowing Wishes: For each of your Benched Pokémon, search your deck for a Basic {P} Energy card and attach it to that Pokémon. Then, shuffle your deck. / Mega Symphonia: This attack does 50 damage for each {P} Energy attached to all of your Pokémon. 50×",https://assets.tcgdex.net/en/me/me01/187/high.png,me01-187,Mega Hyper Rare,Psychic,Pokemon,5ban Graphics,360,Stage2,I,me01,Mega Evolution
188,Mega Lucario ex,"Aura Jab: Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like. 130 / Mega Brave: During your next turn, this Pokémon can't use Mega Brave. 270",https://assets.tcgdex.net/en/me/me01/188/high.png,me01-188,Mega Hyper Rare,Fighting,Pokemon,5ban Graphics,340,Stage1,I,me01,Mega Evolution
